Knox-Olenik,60,20,10
Boosalis,100,20,80
Cosmo,30,20,30
Elmendorf,70,90,40
Dyck,40,100,80
Swander,20,40,20
Sontag,20,70,80
Carlson Young,70,20,50
Gelber,10,60,80
Odryna,80,90,40
Cisowski,60,90,20
Schodek,80,10,70
Corradetti,10,70,90
Saraceno,60,20,60
Wallington,60,20,40
Hackshaw,20,30,100
Solon,100,50,90
Foreman,10,40,60
Robbins,90,80,100
Bosch,50,60,50
Primini,60,50,100
Dalton,20,100,60
Golub,20,70,30
O'brien,20,100,100
Berlin,80,30,90
Golya,30,20,30
Allan,100,30,40
Riese,40,50,50
Pitts,20,100,40
Maione,100,40,60
Shipp,30,20,80
Elsen,80,70,70
Greenstein,10,80,90
Bowman,50,90,60
Hoshida,20,80,70
Perigard,50,70,100
Burpee,50,20,10
Klimovitsky,70,10,10
Handel,70,30,60
Luecke,40,90,70
Leydon,60,20,30
Bement,70,40,40
Kuwabara,30,90,80
Signon,10,20,60
Ladd,100,30,30
Fong,50,100,50
Danhauer,70,30,70
Pidone,70,40,90
Van Dyke,100,30,80
Ashley-Palacio,50,10,80
Swann,30,40,80
Walsworth,100,20,90
Jackson-Grusby,80,50,100
Donahue,80,40,40
Neustadt,10,30,60
Segal,80,40,100
Dalla,50,40,20
Neveu,10,30,60
Hamade,50,70,20
Sanger,10,100,10
Curtin,80,70,20
Decker,70,50,70
Braun,90,70,70
Yatteau,40,90,50
Osler,80,10,100
Singarella,70,70,30
Mortimer,10,10,100
Feigenbaum,80,10,90
graham,30,70,90
Roels,70,40,90
Gasset,20,90,100
Canzanelli,50,10,20
Gevelinger,20,60,60
Lovegreen,20,50,30
Knox,70,60,60
Coutouhas,50,90,100
Sharples,80,80,60
Marsh-Armstrong,80,90,30
Canessa,30,60,10
Chun,80,70,60
Heginbotham,20,40,20
Train,30,100,30
Sabra,50,50,60
Mattis,30,20,60
Webb,80,20,40
Nason,10,60,90
Barger,60,40,50
Varshney,60,60,100
Merkl,80,40,50
Spiring,60,20,100
Eschbach,100,70,90
Barsky,10,60,60
Lottero,20,100,80
Warrington,20,60,50
Laris,40,50,20
Fredrickson,60,80,70
Dobens,50,10,100
Giddens,100,40,20
Kohn,80,70,70
Supinger,80,70,20
Debarros,80,100,90
Shieber,10,90,90
Knowlton,80,100,20
Aguilera,100,70,80
Fonseca,50,20,20
Manasse,60,40,80
Osteen,50,20,30
Mcclure,50,30,90
Ohyama,10,40,10
Hercod,100,100,50
Kademan,100,80,10
Mcfadden,20,60,40
Abel,100,20,100
Mendelson,100,100,30
Chabris,40,50,50
Schopf,90,70,70
Contini,70,80,60
Targett,30,60,10
Mar,40,40,70
Saakwa-Mante,30,30,20
Hoyte,20,20,90
Fricano,90,40,90
Garron,40,10,80
Tranmer,70,100,100
Nadeau,90,90,80
Paige,40,10,60
Baird,60,80,50
Sidabras,60,50,90
Paek,60,60,80
Challenor,20,90,70
Zanardi,10,50,50
Jerius,40,50,20
Lieber,10,50,40
Meunier,100,70,50
Calvino,50,100,20
Fu,20,10,80
Conklin,50,80,40
Goel,50,90,80
Joag-dev,10,90,20
Dorwart,20,50,20
Horah,10,30,50
Menchiari,10,30,50
Greis,50,60,50
Hurtado,100,60,80
Pfarrer,30,30,60
Meimand,80,100,70
Coohill,70,70,70
Wieneke,10,10,10
Pinot,90,50,90
Walden,80,70,90
Ith,70,40,40
Upton,30,10,80
Mansefield,100,10,40
Murison,60,60,10
Menten,60,100,30
Jose,50,50,80
Pagani,60,60,80
Bonhoeffer,90,90,50
Leskow,90,80,10
Crow,20,40,20
Barneson,80,10,40
Heim,80,80,50
Grove,90,60,70
Imrich,20,80,80
Zoldak,100,70,10
Masarotto,90,80,100
Middle,50,40,80
Coito,10,30,60
Bilodeau,60,90,40
Belser,100,90,100
Gentile,70,80,30
Toland,20,100,90
O'hare,10,80,60
Farley,10,90,10
Duckworth,100,10,50
Pixton,20,10,100
Schmuland,30,70,10
Anand,60,20,100
Spurr,90,90,60
Mintz,60,10,80
Feinerman,40,40,40
O'leary,60,70,90
Dwyer,80,50,70
Musil,20,60,90
Szocik,40,70,20
hall,30,80,10
Bayer,30,50,10
Samenfeld,50,100,80
Hironaka,10,40,80
Shannon,40,100,20
Daugherty,60,60,100
Shirazi,30,100,100
Oldman,80,90,70
High,90,90,20
Winkler,40,10,60
Scozzafava,60,10,80
Oro,80,20,70
Aminoff,70,30,90
Wiebold,10,50,90
Ash,90,70,70
Stubbs,30,80,20
Velussi,70,40,80
Meany,40,60,30
Zavanella,40,10,20
Krezel,80,50,40
Mccrea,90,50,90
Schneitz,10,40,70
Maccone,20,50,50
Stoltzfus,60,80,40
Shaban,100,40,50
Laubacher,30,30,60
Britto,70,20,10
Bundy,20,40,30
Boyes-Watson,60,30,10
Parthasarathi,100,10,20
Rainey,100,60,10
Meitzen,20,80,20
Cech,40,20,100
Biddle,80,60,70
Dostoievski,50,90,40
Loehr,10,90,90
Engell,60,80,10
Caplan,20,90,20
Marsden,60,100,20
Jerome,20,100,30
Pacholok,60,10,40
Ridgell,20,40,70
Rasmussen,90,30,90
Kernighan,30,100,30
Paarlberg,80,60,30
Burris,60,10,100
Sokol,60,80,80
Tzianabos,50,60,80
Sexsmith,40,50,70
Weiss,30,100,60
Jean,40,60,100
Gist,30,30,80
Cocuzzo,60,90,40
Beinars,30,100,20
Parks,50,40,90
Rosen,100,10,50
Schoofs,90,40,80
Rosenberger,70,30,60
Khan,10,60,40
Fardjadi,80,50,30
Horgan,80,60,100
Geer,40,80,40
Reisert,10,30,100
Aiken,70,90,20
Girard,20,10,30
Maxie,80,80,50
Orsi,90,70,40
warner,10,80,30
Harnden,90,90,70
Varbel,40,50,40
Tripp,70,80,90
Kraakman,50,30,10
Dalgarno,20,40,70
Hendra,50,50,60
Brugnara,30,20,100
Stuart,30,100,60
Christofi,90,100,70
Medoff,70,70,40
Dahlberg,90,80,80
Keeton,80,60,60
Sollors,70,100,90
lopez,30,60,30
Ahlfors,20,70,90
Ceniceros,90,10,100
Darwin,20,50,30
Quill,70,60,40
Galantino,100,90,50
Whitton,30,70,100
O'rourke,50,70,50
Farneti,50,40,90
Byrne,90,20,10
Corsi,90,60,100
Dernburg,100,50,80
Nirmala,10,70,30
Solow,50,100,30
Joy,20,100,50
Poirier,20,60,50
Kurkjian,50,60,90
Ruda,90,10,80
Surey,10,50,70
Bolduc,30,50,90
Vanderburg,80,30,100
Mcfeeley,20,70,60
Iansiti,90,100,90
Kiley,30,100,80
Reginato,10,50,50
Hammond,40,40,50
Waller,100,80,100
Duchin,30,30,20
Zagaeski,40,70,70
D'Epifanio,60,60,40
Stavins,10,40,40
Weisel,90,20,60
Brophy,80,30,80
Dehaan,90,30,100
Belasco,50,20,100
Fogerty,20,80,50
Gossard,80,30,10
Kooperberg,100,60,90
Chanatry,60,60,20
Marlink,60,60,40
Scalese,100,70,100
Olmsted,90,20,80
Baudelaire,30,80,100
Smalley,70,10,40
Dole,10,10,10
Spence,100,60,90
Grummell,50,20,60
Castelda,100,60,100
Verdirosi,50,90,90
Mines,100,10,30
Lojacono,60,70,20
Cheadle,70,30,40
Osorio,90,40,90
Albert,50,50,50
Elkies,50,50,100
Cerda,10,10,90
Bierce,30,80,10
Knudson,90,30,20
Baumann,40,60,100
Hiney,20,100,40
Arreguin,30,70,100
Breyan,60,80,90
Canaday,40,80,90
Minow,10,20,90
Fazzalaro,70,40,60
Ortolani,30,60,80
Rapple,40,80,80
Askey,80,40,70
Cignetti,100,50,70
Ronen,60,50,90
Brasini,70,40,70
Theodos,10,50,60
Hampton,10,40,40
Rudikoff,80,20,30
Ramos,100,40,70
Rinkel,90,90,20
Tarrant,70,70,30
Africa,50,20,50
Tappan,50,10,30
andrews,30,10,40
Monzac,30,70,100
Fayers,40,30,40
Gotschalk,90,60,60
Chaudhuri,90,70,70
Wentz,100,10,60
Nazarian,20,60,50
Garlitz,40,10,70
Meszaros,70,60,40
Nazario,60,60,50
Ferrato,20,20,60
Leandro,50,50,10
Collette,90,30,50
Brooke,30,50,70
Ertman,50,80,60
Valenza,50,70,80
Frosini,80,80,10
Marchioro,90,40,30
Hathaway,50,30,40
Capodilupo,30,10,10
Castells,50,60,100
Crevoiserat,50,30,90
Weiskel,70,10,10
Ting,60,100,80
Dostoyevsky,20,30,50
Pesce,90,90,90
Valelly,40,80,50
Allaback,90,50,40
Joung,60,100,20
Landreth,30,90,50
Kahn,50,90,90
Mcneill,80,40,80
Rands,50,60,70
Takacs,10,10,90
Dicesare,20,50,30
Desan,20,70,100
Dabars,20,80,100
Belin-Collart,10,30,20
Cellante,20,80,50
Spivakovsky,90,100,20
Hollyer,30,80,100
Stirling,30,20,50
Cavett,40,20,50
Jaccarino,80,40,40
Maloney,80,70,20
Atherton,10,10,10
Laisne,70,90,80
Arber,90,30,70
Jablonski,40,100,70
Slowe,90,10,20
Matthew,50,10,20
Li,50,90,60
Muello,70,60,20
Aristophanes,80,80,60
Golovchenko,10,100,40
Valois,100,40,90
Blumenthal,50,80,60
Munger,40,80,20
Chi,30,40,70
Caldwell,100,100,70
Seitz,100,60,50
Gutterson,50,90,30
Ketcham,70,60,100
Hensick,10,70,40
Motta,70,80,30
Van Zwet,10,50,80
Modica,90,70,90
Schluter,90,90,80
Falchuk,40,100,100
brooks,10,90,30
Vanmiddlesworth,80,50,80
Bordignon,90,10,30
Armistead,40,60,40
Ephron,70,30,50
Steen,10,40,10
Galmacci,10,70,60
Merseth,20,90,50
Schiada,90,30,60
Siladi,100,80,80
Grubb,90,90,60
Musto,20,60,20
Hargraves,80,70,20
Maldonardo,50,60,10
Tambo,10,10,30
Bishop,20,40,60
Denby,60,70,90
Medina,60,20,30
McKerchar,10,80,60
Blount,20,100,70
Moreno-Leon,50,60,70
Dingman,70,100,80
Atwater,50,80,70
Strong,90,30,100
Wagner,30,90,10
Lucas,50,80,70
Ghazizaden,60,60,40
Jandl,50,10,50
Culver,10,10,30
Zuromskis,50,70,100
Shalhope,10,10,60
Rankin,20,100,10
England,40,60,90
Sweet,10,30,100
Papaliolios,70,100,80
Bracalente,90,100,80
Capursi,100,70,40
Dower,60,10,50
Dorf,90,70,80
Ruiz-Ramon,40,30,20
Beaudette,60,90,10
Korzybski,20,60,10
Mckinney,20,50,100
Tonini,40,80,100
Endrenyi,30,40,80
Bernard,10,90,20
Huenemoerder,80,30,10
Bonham,60,40,70
Gowen,30,30,40
Arriero,20,10,70
Batchelder,30,100,60
Blackwill,80,20,90
Zogbaum,40,30,10
Witta,90,80,70
Hollander,100,20,50
Dart,60,20,90
Yanosky,30,40,40
Striedter,30,30,50
Vaillant,80,80,80
Dimare,90,20,20
House,50,50,30
Kovaks,40,50,30
Biedul-Kornilowicz,80,90,10
Silvers,30,20,90
burton,70,20,90
Geneus,50,80,100
Richard,20,30,70
Wolfsfeld,30,10,50
Tecilla,100,50,20
Gogan,30,40,100
de Wilde,70,10,30
Macinnis,80,60,10
Lonoff,30,30,70
Lisenby,70,80,30
Etheridge,60,100,20
Champlin,70,50,100
Gold,10,20,40
Stoico,100,40,50
Mcgonagle,10,30,50
Kammen,90,30,20
Galwey,50,20,10
Priestley,70,50,100
Lafrance,50,90,10
Dombroski,20,40,50
Malin,90,10,10
Villegas,80,50,100
McDonald,50,90,10
Von Kapff,90,40,70
Polz,50,70,70
Fornasari,80,50,50
Felino,60,90,30
Bomhoff,80,70,90
Johnston,50,60,60
Moure,10,70,40
Currall,100,60,50
Larsen,30,20,30
Reindl,50,60,100
Crothers,90,80,40
Cool,100,30,10
De Gennaro,80,40,30
Politser,40,100,100
Mccann,100,30,30
Sommer,60,90,50
Curry,70,60,80
Marchesi,40,100,100
Sekimoto,70,80,70
Augustine,20,40,70
Ozkaynak,60,40,30
Sekoni,10,50,30
Siegfried,50,100,100
Quigley,20,20,70
Bisaga,70,80,20
Hupp,60,80,20
D'arco,90,80,60
Leary,40,80,40
Luthy,30,100,70
Sandburg,60,80,50
Mark,60,60,80
Karovska,50,40,30
Shefftz,60,10,80
Harwell,20,30,10
Craul,80,60,30
Mcvarish,40,60,80
Montgomery,50,20,60
Kaxiras,90,20,90
Virchow,100,90,30
Mazus,30,50,60
Muxworthy,60,20,20
Bolzan,20,80,70
Brillinger,60,60,10
Loranger,80,80,50
Gravell-Santos,70,80,50
Wilburn,100,70,70
Angeli,20,10,70
Aharonian,80,50,90
Angus,90,80,30
Breschi,50,80,90
Callahan,50,100,20
Slattery,80,10,90
Brous,90,30,40
Lord,40,100,50
Sappho,10,50,90
Kertis,10,20,30
Tanaka,60,100,20
Kiselev,70,40,80
Restic,90,20,50
Duke,40,10,30
Takemoto,40,30,70
Shi,100,70,50
Martenis,40,90,100
adams,60,80,70
Janovsky,10,50,50
Tocqueville,30,30,20
Mckinley,80,100,100
Oxenford,40,30,10
Plancon,20,60,90
Beecher,90,30,20
Patkou,70,10,40
Zeitlin,100,10,30
Bugental,50,20,80
Herrick,60,30,50
Linsley,10,90,10
Geppert,20,10,20
Soon,30,80,40
Cazden,90,20,10
Chervenik,60,10,50
Waterman,50,90,70
Senior,90,80,40
Ellet,50,30,90
Throop,90,20,50
Chadsey,60,10,30
Service,100,80,10
Bona,100,60,80
Hartline,80,50,90
Sexton,100,100,40
Petrioli,60,90,20
Hauck,20,80,40
Kasibhatla,70,30,60
Semmel,60,100,50
Rando,80,10,60
Summerfield,100,20,10
Wing,60,60,10
Philips,60,20,50
Radovsky,60,50,90
Wald,60,40,20
Bennett,20,20,60
Drayton,100,90,60
Lozada,80,80,40
Castagna,80,100,10
Goodale,60,70,60
Speizer,90,100,100
Vardaman,60,90,100
Hillsbery,90,30,80
Unamuno,60,40,70
Husock,10,20,60
Hynes,40,60,50
Meyers,40,30,70
Mcbride,100,50,40
Carty,100,30,80
Nassiopoulos,80,90,80
Romine,30,100,70
Chow,40,30,50
Voss,60,10,80
Socrates,90,100,100
Andrewes,10,40,30
Forgie,100,90,40
Maag,40,10,30
Dempster,30,20,100
Kimber,100,60,50
Esser,20,40,40
Nayduch,40,20,30
Kaplan,90,60,70
Brose,30,20,60
Turek,60,70,100
Petruccelli,10,10,60
Mayman,100,80,20
Huthsing,50,90,100
Damon-Bach,20,10,100
Schinaia,60,80,20
Frechette,80,70,30
Zurn,40,60,10
Phillpots,20,10,50
Dickens,30,100,100
Davy,50,100,10
Ardolino,40,50,20
Fates,50,60,100
Voelker,30,90,100
Leftwich,70,100,30
Fejzo,80,10,90
Dosi,60,100,90
Hardy,70,60,60
Mohanram,80,30,20
Sevcenko,90,100,100
jackson,60,100,80
Macrae,80,50,100
Valsamis,70,60,100
Hafler,40,10,40
Parton,90,90,10
Church,40,40,80
Sioras,50,100,30
Rosenberg,100,40,90
Nekrich,20,80,10
Ventura,10,20,90
Thomson,90,90,100
Monteiro,100,50,10
Poskanzer,90,50,100
Ellison,10,60,90
Marvulli,80,40,20
Mcvay,80,30,50
Peale,70,60,20
Giovannetti,20,50,20
Dorado,20,70,70
Lachenmann,40,60,70
Norton,40,100,30
